Gene	Family
k31_BTx623_TRINITY_GG_4527_c0_g1_i3.p1	TIG	TFF
k25_BTx623_TRINITY_GG_19665_c16_g1_i2.p1	TRAF	OTR
k25_Tx3362_TRINITY_DN3625_c0_g4_i1.p1	DDT	OTR
k25_BTx623_TRINITY_GG_9136_c0_g1_i41.p1	ARID	OTR
k25_BTx623_TRINITY_GG_5137_c6_g1_i10.p1	FAR1	TFF
k31_R9188_TRINITY_DN5881_c0_g1_i3.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_13999_c35_g1_i9.p3	MYB-related	TFF
k25_BTx623_TRINITY_GG_9124_c0_g1_i1.p1	MADS	TFF
k25_BTx623_TRINITY_GG_3431_c0_g1_i101.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_7558_c30_g1_i5.p1	WRKY	TFF
k25_RTx430_TRINITY_GG_19688_c1_g1_i8.p1	ARF	TFF
k31_RTx430_TRINITY_GG_1867_c0_g1_i41.p1	TIG	TFF
k25_RTx430_TRINITY_GG_11949_c8_g1_i16.p2	Orphans	Orphans
k25_Rio_TRINITY_GG_26186_c0_g1_i12.p1	Tify	TFF
k31_BTx623_TRINITY_GG_9252_c6_g1_i47.p1	zf-BED	TFF
k31_DKS-4420_TRINITY_DN51172_c0_g1_i1.p2	GRAS	TFF
k25_RTx430_TRINITY_GG_6115_c7_g1_i1.p2	NAC	TFF
k25_BTx623_TRINITY_GG_19562_c5_g1_i8.p1	PHD	OTR
k31_Rio_TRINITY_GG_1409_c0_g1_i5.p1	GNAT	OTR
k25_BTx623_TRINITY_GG_16886_c11_g1_i3.p1	MYB-related	TFF
k31_SM100_TRINITY_DN4947_c0_g1_i3.p1	GRAS	TFF
k31_BTx623_TRINITY_GG_9612_c7_g1_i1.p1	Orphans	Orphans
k31_Tx3362_TRINITY_DN4588_c0_g2_i3.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_256_c430_g1_i1.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_11078_c3_g1_i1.p2	C3H	TFF
k25_BTx623_TRINITY_GG_11076_c5_g1_i3.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_13420_c53_g1_i1.p1	AP2-EREBP	TFF
keller_TRINITY_DN15269_c4_g1_i1.p1	Orphans	Orphans
k25_Della_TRINITY_DN4220_c0_g2_i1.p2	GNAT	OTR
k25_RTx430_TRINITY_GG_26079_c20_g2_i19.p1	Jumonji	OTR
k25_BTx623_TRINITY_GG_13293_c1_g1_i25.p2	C3H	TFF
k25_RTx430_TRINITY_GG_19507_c6_g1_i1.p1	AP2-EREBP	TFF
k31_Rio_TRINITY_GG_3064_c3_g1_i15.p2	PHD	OTR
k25_RTx430_TRINITY_GG_6393_c13_g1_i4.p1	LIM	TFF
k25_RTx430_TRINITY_GG_23613_c0_g1_i2.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN17201_c1_g1_i1.p1	MYB-related	TFF
k25_Tx3362_TRINITY_DN7148_c0_g1_i2.p1	Orphans	Orphans
k25_Tx3362_TRINITY_DN93907_c0_g1_i1.p1	GRAS	TFF
k31_RTx430_TRINITY_GG_19575_c6_g1_i25.p1	DDT	OTR
k25_RTx430_TRINITY_GG_21758_c0_g1_i2.p1	MYB-related	TFF
k31_Rio_TRINITY_GG_2984_c0_g1_i81.p1	zf-C5HC2	TFF
k25_BTx623_TRINITY_GG_19495_c0_g1_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4598_c0_g1_i4.p3	Orphans	Orphans
k25_BTx623_TRINITY_GG_3528_c16_g1_i7.p1	Orphans	Orphans
M35-1_TRINITY_DN1611_c0_g1_i1.p1	ABI3VP1	TFF
M35-1_TRINITY_DN5867_c0_g3_i1.p1	Orphans	Orphans
k31_R9188_TRINITY_DN12707_c2_g1_i3.p1	SRS	TFF
k25_BTx623_TRINITY_GG_8991_c26_g1_i20.p1	ARF	TFF
k31_RTx430_TRINITY_GG_23338_c3_g1_i191.p1	bZIP	TFF
k25_Rio_TRINITY_GG_21866_c0_g1_i2.p1	MYB	TFF
k25_BTx623_TRINITY_GG_9763_c237_g1_i2.p1	C2C2-Dof	TFF
k25_BTx623_TRINITY_GG_9751_c20_g1_i3.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_27976_c0_g1_i3.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_6448_c84_g1_i1.p1	zf-HD	TFF
k31_Rio_TRINITY_GG_1076_c0_g1_i6.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_10529_c0_g1_i1.p2	MYB-related	TFF
k25_RTx430_TRINITY_GG_15084_c0_g1_i29.p2	MYB	TFF
k31_BTx623_TRINITY_GG_10856_c0_g1_i193.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_17262_c6_g1_i4.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_3904_c2_g1_i3.p1	HSF	TFF
k25_BTx623_TRINITY_GG_4142_c7_g1_i13.p1	SBP	TFF
k25_Rio_TRINITY_GG_25515_c0_g1_i17.p2	MYB-related	TFF
k25_BTx623_TRINITY_GG_10081_c0_g1_i3.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_16433_c9_g1_i13.p1	zf-LSD1	TFF
k31_Rio_TRINITY_GG_26157_c4_g1_i60.p1	SAP	TFF
k25_R9188_TRINITY_DN8325_c0_g1_i1.p1	GNAT	OTR
k25_BTx623_TRINITY_GG_9753_c22_g1_i45.p2	ARF	TFF
k25_BTx623_TRINITY_GG_14332_c6_g1_i1.p1	HSF	TFF
k31_RTx430_TRINITY_GG_6217_c0_g1_i27.p1	MYB-related	TFF
k25_R9188_TRINITY_DN81260_c0_g1_i1.p1	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_18089_c0_g1_i4.p1	MYB	TFF
k25_BTx623_TRINITY_GG_6279_c47_g1_i3.p1	CPP	TFF
k25_BTx623_TRINITY_GG_19650_c1_g1_i14.p1	HB	TFF
k25_R9188_TRINITY_DN21951_c0_g2_i1.p1	Orphans	Orphans
k25_Tx378_TRINITY_DN14474_c0_g4_i1.p1	MYB	TFF
k25_Rio_TRINITY_GG_2855_c2_g1_i20.p1	CCAAT	TFF
k25_BTx623_TRINITY_GG_11120_c2_g1_i5.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_15856_c1_g1_i23.p1	SBP	TFF
k25_BTx623_TRINITY_GG_3530_c5_g1_i1.p1	FAR1	TFF
k25_BTx623_TRINITY_GG_14996_c83_g1_i1.p1	C2H2	TFF
k25_BTx623_TRINITY_GG_919_c3_g1_i7.p3	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_5296_c4_g1_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_11675_c4_g1_i13.p1	FHA	TFF
k25_BTx623_TRINITY_GG_7302_c6_g1_i29.p1	bHLH	TFF
k31_BTx623_TRINITY_GG_13228_c12_g1_i4.p1	bZIP	TFF
k31_BTx623_TRINITY_GG_13775_c44_g1_i37.p2	Jumonji	OTR
k25_BTx623_TRINITY_GG_16886_c6_g1_i3.p1	NAC	TFF
k31_BTx623_TRINITY_GG_1866_c0_g1_i136.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_17490_c0_g1_i16.p1	C3H	TFF
k25_BTx623_TRINITY_GG_14176_c7_g1_i13.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_5285_c23_g1_i3.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_24169_c2_g1_i17.p1	WRKY	TFF
k31_Rio_TRINITY_GG_12389_c0_g1_i46.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_11704_c3_g1_i2.p1	Jumonji	OTR
k25_RTx430_TRINITY_GG_21862_c15_g1_i1.p1	C2H2	TFF
k25_Rio_TRINITY_GG_12974_c0_g1_i24.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_10731_c32_g1_i57.p4	NAC	TFF
k31_BTx623_TRINITY_GG_10178_c0_g1_i69.p5	ABI3VP1	TFF
k31_BTx623_TRINITY_GG_5837_c0_g1_i11.p1	bZIP	TFF
k25_Rio_TRINITY_GG_28223_c31_g1_i17.p1	MYB-related	TFF
k25_Rio_TRINITY_GG_21725_c3_g1_i1.p2	NAC	TFF
k25_BTx623_TRINITY_GG_11008_c13_g1_i19.p1	FHA	TFF
k25_BTx623_TRINITY_GG_3103_c8_g1_i16.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_16131_c16_g2_i3.p1	SBP	TFF
k25_Tx378_TRINITY_DN6233_c0_g1_i2.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_8790_c0_g1_i21.p2	PAS	TFF
k25_BTx623_TRINITY_GG_17576_c0_g1_i4.p1	Jumonji	OTR
k25_BTx623_TRINITY_GG_390_c115_g1_i4.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_18596_c0_g1_i24.p1	ARF	TFF
k25_BAZ9504_TRINITY_DN5599_c0_g1_i21.p1	zf-BED	TFF
k25_BTx623_TRINITY_GG_19117_c1_g2_i2.p1	bHLH	TFF
k25_Rio_TRINITY_GG_13778_c0_g1_i1.p1	TCP	TFF
k25_Rio_TRINITY_GG_19193_c0_g1_i31.p1	ARID	OTR
k25_BTx623_TRINITY_GG_15386_c103_g1_i6.p1	ARF	TFF
k25_RTx430_TRINITY_GG_24342_c8_g1_i16.p1	Tudor-knot	OTR
k31_BTx623_TRINITY_GG_9550_c1_g1_i28.p1	SAP	TFF
TAM428_TRINITY_DN9785_c3_g1_i1.p1	AUX/IAA	OTR
k31_Della_TRINITY_DN1172_c0_g1_i122.p1	RWP-RK	TFF
k25_Rio_TRINITY_GG_21025_c26_g1_i1.p1	OFP	TFF
k25_Rio_TRINITY_GG_23666_c0_g1_i1.p1	FHA	TFF
k25_RTx430_TRINITY_GG_1883_c1_g1_i20.p1	MADS	TFF
k25_BTx623_TRINITY_GG_653_c59_g1_i22.p2	MADS	TFF
SC187_TRINITY_DN931_c0_g5_i1.p1	Orphans	Orphans
k31_RTx430_TRINITY_GG_19827_c4_g1_i1.p1	GRAS	TFF
k31_Tx3362_TRINITY_DN15967_c0_g2_i1.p1	Pseudo_ARR-B	OTR
k25_Rio_TRINITY_GG_3830_c1_g1_i1.p2	MYB-related	TFF
k25_RTx430_TRINITY_GG_24125_c2_g1_i10.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_7307_c0_g1_i2.p1	HB	TFF
k31_BTx623_TRINITY_GG_13822_c14_g1_i2.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_15490_c0_g1_i48.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_4649_c107_g1_i1.p1	bHLH	TFF
k25_Mota_Maradi_TRINITY_DN6463_c2_g2_i1.p1	WRKY	TFF
k25_RTx430_TRINITY_GG_18438_c3_g1_i14.p1	C3H	TFF
k25_Tx3362_TRINITY_DN5032_c1_g1_i1.p3	TCP	TFF
k25_RTx430_TRINITY_GG_12697_c0_g1_i150.p1	Orphans	Orphans
k25_BAZ9504_TRINITY_DN9781_c1_g1_i2.p1	GRAS	TFF
k25_Tx3362_TRINITY_DN3763_c0_g2_i2.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_10411_c4_g1_i14.p1	NAC	TFF
k31_BTx623_TRINITY_GG_3067_c1_g1_i1.p1	bHLH	TFF
k31_BTx623_TRINITY_GG_5058_c6_g1_i38.p1	FAR1	TFF
k25_BTx623_TRINITY_GG_15386_c131_g1_i21.p3	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_17934_c28_g1_i2.p1	CCAAT	TFF
k25_BTx623_TRINITY_GG_10443_c3_g1_i10.p1	Jumonji	OTR
k25_BTx623_TRINITY_GG_387_c52_g1_i7.p1	Orphans	Orphans
k31_Rio_TRINITY_GG_23176_c0_g1_i8.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_6233_c1_g1_i5.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_9540_c1_g1_i1.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_4009_c0_g1_i6.p1	C2C2-GATA	TFF
k25_RTx430_TRINITY_GG_14029_c15_g1_i47.p1	PHD	OTR
k31_BTx623_TRINITY_GG_16089_c0_g1_i28.p1	GNAT	OTR
k31_BAZ9504_TRINITY_DN3441_c0_g3_i2.p1	NAC	TFF
k31_Rio_TRINITY_GG_1276_c2_g1_i3.p1	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_18839_c0_g1_i17.p1	PHD	OTR
k25_Mota_Maradi_TRINITY_DN17107_c0_g2_i1.p1	ABI3VP1	TFF
k25_Tx3362_TRINITY_DN8332_c0_g1_i3.p1	NAC	TFF
k25_BAZ9504_TRINITY_DN9140_c1_g1_i1.p1	MYB	TFF
keller_TRINITY_DN2129_c2_g2_i5.p1	BSD	TFF
k25_RTx430_TRINITY_GG_24535_c3_g1_i4.p2	C2H2	TFF
k25_RTx430_TRINITY_GG_11507_c8_g1_i56.p1	mTERF	OTR
k31_R9188_TRINITY_DN5903_c0_g3_i1.p1	CCAAT	TFF
k25_Tx378_TRINITY_DN3039_c0_g2_i2.p1	AP2-EREBP	TFF
k25_BAZ9504_TRINITY_DN3801_c0_g5_i1.p1	Orphans	Orphans
keller_TRINITY_DN6948_c0_g4_i1.p1	HSF	TFF
k25_BTx623_TRINITY_GG_6067_c7_g1_i10.p1	AP2-EREBP	TFF
k31_Tx3362_TRINITY_DN54_c0_g2_i1.p1	ARF	TFF
k25_RTx430_TRINITY_GG_17670_c1_g1_i76.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_4652_c22_g1_i14.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_4120_c17_g1_i2.p1	C3H	TFF
k25_BAZ9504_TRINITY_DN26504_c0_g2_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_17749_c0_g1_i1.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_20082_c110_g1_i2.p1	NAC	TFF
k25_Mota_Maradi_TRINITY_DN2974_c0_g2_i6.p1	AUX/IAA	OTR
k25_Rio_TRINITY_GG_14994_c0_g1_i6.p1	E2F-DP	TFF
k25_BTx623_TRINITY_GG_16878_c5_g1_i2.p2	MED26	OTR
k25_Rio_TRINITY_GG_28180_c0_g1_i2.p1	Orphans	Orphans
k31_Rio_TRINITY_GG_28409_c0_g1_i16.p1	SET	OTR
k25_BTx623_TRINITY_GG_13033_c35_g1_i13.p1	ABI3VP1	TFF
k31_RTx430_TRINITY_GG_11457_c17_g1_i93.p2	SET	OTR
k25_RTx430_TRINITY_GG_22405_c0_g1_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_13563_c3_g1_i3.p3	NAC	TFF
k25_RTx430_TRINITY_GG_9885_c19_g1_i2.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_7156_c0_g1_i11.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_15190_c0_g1_i15.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_19827_c66_g1_i2.p3	WRKY	TFF
k25_BTx623_TRINITY_GG_19394_c0_g1_i2.p1	MYB-related	TFF
k25_BTx623_TRINITY_GG_10310_c37_g2_i8.p1	FHA	TFF
k25_BTx623_TRINITY_GG_13721_c150_g1_i1.p1	OFP	TFF
k25_Tx378_TRINITY_DN1369_c0_g2_i1.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_4083_c26_g1_i83.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_19207_c8_g1_i50.p1	PHD	OTR
k25_RTx430_TRINITY_GG_23215_c0_g1_i2.p1	AP2-EREBP	TFF
k31_RTx430_TRINITY_GG_24288_c0_g1_i13.p1	Tify	TFF
k31_Tx378_TRINITY_DN3078_c0_g1_i4.p1	MYB	TFF
k25_BTx623_TRINITY_GG_13560_c8_g1_i30.p2	C3H	TFF
k25_RTx430_TRINITY_GG_15732_c0_g1_i110.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_4595_c1_g1_i18.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_9176_c0_g1_i6.p2	FHA	TFF
k25_BTx623_TRINITY_GG_13978_c6_g1_i2.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_13214_c4_g1_i88.p2	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_20424_c0_g1_i22.p1	NAC	TFF
k25_R9188_TRINITY_DN990_c0_g2_i1.p1	AUX/IAA	OTR
k25_RTx430_TRINITY_GG_9929_c0_g1_i11.p1	FAR1	TFF
k25_BAZ9504_TRINITY_DN30203_c1_g1_i1.p1	AUX/IAA	OTR
k25_Mota_Maradi_TRINITY_DN13090_c1_g1_i1.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_7189_c12_g1_i1.p1	zf-BED	TFF
k25_RTx430_TRINITY_GG_26134_c1_g1_i26.p2	CPP	TFF
k25_Rio_TRINITY_GG_22087_c1_g1_i1.p1	bZIP	TFF
k25_BTx623_TRINITY_GG_20106_c83_g1_i6.p1	AUX/IAA	OTR
k31_RTx430_TRINITY_GG_17586_c1_g1_i31.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_18623_c2_g1_i1.p1	AP2-EREBP	TFF
k25_Rio_TRINITY_GG_13689_c3_g1_i7.p1	mTERF	OTR
k25_RTx430_TRINITY_GG_10716_c0_g1_i18.p1	NAC	TFF
k25_SM100_TRINITY_DN13050_c0_g2_i1.p1	FHA	TFF
k31_RTx430_TRINITY_GG_14316_c7_g1_i4.p1	NAC	TFF
k25_R9188_TRINITY_DN2296_c0_g2_i2.p1	Orphans	Orphans
k31_BTx623_TRINITY_GG_4585_c2_g1_i23.p1	ARF	TFF
k25_BTx623_TRINITY_GG_9763_c53_g2_i3.p4	TUB	TFF
k31_RTx430_TRINITY_GG_17586_c1_g1_i2.p1	Orphans	Orphans
k25_Della_TRINITY_DN9659_c2_g1_i1.p1	C2H2	TFF
k31_RTx430_TRINITY_GG_3064_c0_g2_i1.p1	C2C2-GATA	TFF
k25_BTx623_TRINITY_GG_13390_c19_g1_i2.p1	WRKY	TFF
k31_BTx623_TRINITY_GG_10774_c0_g1_i24.p3	Not1	TFF
k25_BTx623_TRINITY_GG_919_c3_g1_i17.p3	AUX/IAA	OTR
k25_BTx623_TRINITY_GG_6506_c20_g1_i1.p1	MYB	TFF
k25_Mota_Maradi_TRINITY_DN7696_c0_g6_i1.p1	bHLH	TFF
k25_Rio_TRINITY_GG_1530_c1_g1_i4.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_377_c1_g1_i12.p1	TUB	TFF
k25_BTx623_TRINITY_GG_3286_c13_g1_i4.p1	bHLH	TFF
k25_Tx378_TRINITY_DN65297_c0_g1_i1.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_19562_c5_g1_i1.p1	PHD	OTR
k25_RTx430_TRINITY_GG_2183_c0_g1_i1.p2	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_10326_c0_g1_i5.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_15489_c2_g1_i130.p1	E2F-DP	TFF
k25_Rio_TRINITY_GG_13791_c0_g1_i104.p1	SET	OTR
k25_BTx623_TRINITY_GG_919_c1_g1_i2.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_256_c70_g1_i30.p1	BSD	TFF
keller_TRINITY_DN3331_c0_g3_i1.p1	AUX/IAA	OTR
k25_RTx430_TRINITY_GG_11507_c8_g1_i21.p1	mTERF	OTR
k25_BTx623_TRINITY_GG_10623_c147_g1_i12.p2	bZIP	TFF
k31_RTx430_TRINITY_GG_21216_c0_g1_i17.p1	zf-BED	TFF
k25_Rio_TRINITY_GG_7225_c0_g1_i11.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_19547_c14_g1_i6.p1	zf-MIZ	OTR
k25_RTx430_TRINITY_GG_16681_c22_g1_i14.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_3948_c28_g1_i13.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_2983_c2_g1_i71.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_8083_c0_g1_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_13997_c0_g1_i4.p1	bHLH	TFF
k25_RTx430_TRINITY_GG_15513_c16_g2_i1.p2	GRAS	TFF
k25_BTx623_TRINITY_GG_10728_c1_g1_i116.p1	Jumonji	OTR
k25_Rio_TRINITY_GG_18805_c0_g1_i5.p1	HMG	OTR
k25_RTx430_TRINITY_GG_26013_c25_g1_i11.p1	mTERF	OTR
k25_BTx623_TRINITY_GG_653_c20_g1_i1.p1	bHLH	TFF
k25_R9188_TRINITY_DN22949_c1_g1_i2.p1	PAS	TFF
k25_BTx623_TRINITY_GG_11063_c2_g1_i1.p2	WRKY	TFF
k25_BTx623_TRINITY_GG_4028_c69_g1_i2.p1	E2F-DP	TFF
k25_RTx430_TRINITY_GG_17698_c1_g1_i11.p1	PAS	TFF
k25_BTx623_TRINITY_GG_547_c0_g1_i15.p1	GNAT	OTR
k31_BTx623_TRINITY_GG_16586_c6_g1_i1.p1	SAP	TFF
k25_Tx7000_TRINITY_DN2606_c0_g4_i1.p2	HB	TFF
k25_RTx430_TRINITY_GG_3207_c0_g1_i15.p1	MADS	TFF
k25_RTx430_TRINITY_GG_10118_c0_g1_i9.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_5723_c3_g1_i1.p1	C2C2-GATA	TFF
k31_BTx623_TRINITY_GG_10156_c0_g1_i10.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_2987_c11_g1_i2.p1	PHD	OTR
k25_BTx623_TRINITY_GG_4002_c19_g1_i2.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_15386_c137_g1_i4.p2	NAC	TFF
k25_BTx623_TRINITY_GG_15191_c0_g1_i7.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_12889_c0_g1_i1.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_256_c212_g1_i2.p1	C2C2-GATA	TFF
k25_Tx2737_TRINITY_DN55527_c0_g1_i1.p1	GRAS	TFF
k25_RTx430_TRINITY_GG_24481_c7_g1_i5.p1	bZIP	TFF
k25_RTx430_TRINITY_GG_2019_c0_g1_i5.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4014_c6_g1_i11.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_25985_c3_g1_i23.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_13410_c16_g1_i1.p1	C3H	TFF
SC187_TRINITY_DN18993_c1_g1_i1.p1	WRKY	TFF
k25_BTx623_TRINITY_GG_14550_c0_g1_i1.p3	FAR1	TFF
k25_BTx623_TRINITY_GG_6521_c6_g1_i11.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_8430_c9_g1_i1.p1	bZIP	TFF
k25_BAZ9504_TRINITY_DN5526_c0_g4_i3.p1	bHLH	TFF
k25_BTx623_TRINITY_GG_6519_c36_g1_i11.p1	mTERF	OTR
k25_RTx430_TRINITY_GG_21970_c0_g1_i153.p3	Orphans	Orphans
k25_RTx430_TRINITY_GG_17262_c6_g1_i11.p2	Orphans	Orphans
k25_BTx623_TRINITY_GG_19650_c1_g1_i1.p3	HB	TFF
k25_Rio_TRINITY_GG_4029_c1_g1_i8.p1	CCAAT	TFF
k25_Rio_TRINITY_GG_16478_c0_g1_i25.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4649_c3_g1_i13.p1	Orphans	Orphans
k25_SM100_TRINITY_DN554_c0_g2_i1.p1	zf-BED	TFF
k31_BTx623_TRINITY_GG_2605_c10_g1_i12.p2	PAS	TFF
k25_Rio_TRINITY_GG_9542_c12_g1_i2.p1	MYB-related	TFF
k25_Rio_TRINITY_GG_21678_c0_g1_i4.p1	Orphans	Orphans
k31_Rio_TRINITY_GG_25266_c0_g1_i18.p1	MED26	OTR
k25_R9188_TRINITY_DN561_c0_g1_i2.p1	AP2-EREBP	TFF
k25_Tx378_TRINITY_DN5551_c0_g1_i2.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_11749_c26_g1_i19.p1	AP2-EREBP	TFF
k25_BAZ9504_TRINITY_DN4661_c0_g3_i1.p1	MYB	TFF
k31_BTx623_TRINITY_GG_8177_c3_g1_i34.p2	LIM	TFF
k25_RTx430_TRINITY_GG_22004_c0_g1_i5.p1	C2C2-GATA	TFF
k25_Tx378_TRINITY_DN2459_c6_g2_i1.p1	NAC	TFF
k25_Rio_TRINITY_GG_3972_c0_g1_i26.p1	MYB-related	TFF
k31_BTx623_TRINITY_GG_9609_c3_g1_i41.p1	bZIP	TFF
k25_Tx378_TRINITY_DN5880_c0_g1_i2.p1	C2H2	TFF
k25_BTx623_TRINITY_GG_13721_c30_g1_i22.p1	C3H	TFF
k25_BTx623_TRINITY_GG_10820_c85_g1_i1.p1	NAC	TFF
k25_BTx623_TRINITY_GG_7302_c6_g1_i108.p3	bHLH	TFF
k25_BTx623_TRINITY_GG_2967_c79_g2_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_15462_c4_g1_i2.p1	PHD	OTR
k25_Tx3362_TRINITY_DN2173_c0_g1_i1.p1	C2C2-GATA	TFF
k25_BAZ9504_TRINITY_DN10193_c1_g6_i1.p1	AP2-EREBP	TFF
k25_BTx623_TRINITY_GG_19650_c4_g1_i3.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_3906_c7_g1_i6.p2	MYB-related	TFF
k25_R9188_TRINITY_DN16504_c1_g1_i1.p1	SART-1	OTR
k25_BTx623_TRINITY_GG_15387_c125_g1_i1.p1	ABI3VP1	TFF
k31_RTx430_TRINITY_GG_13472_c4_g1_i38.p4	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_913_c0_g1_i5.p1	zf-LSD1	TFF
k25_RTx430_TRINITY_GG_17670_c1_g1_i13.p3	Orphans	Orphans
k25_Tx378_TRINITY_DN19040_c0_g1_i1.p1	Orphans	Orphans
k25_Rio_TRINITY_GG_14249_c1_g1_i10.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_4133_c12_g1_i1.p1	C2C2-CO-like	TFF
k31_RTx430_TRINITY_GG_5404_c1_g1_i58.p1	PAS	TFF
k25_BTx623_TRINITY_GG_10443_c3_g1_i3.p1	Jumonji	OTR
k31_BTx623_TRINITY_GG_10156_c1_g1_i17.p1	ABI3VP1	TFF
k25_R9188_TRINITY_DN15627_c1_g1_i1.p1	GRAS	TFF
k25_BTx623_TRINITY_GG_2992_c6_g1_i14.p1	TAZ	TFF
k25_RTx430_TRINITY_GG_8606_c0_g1_i1.p1	TRAF	OTR
k31_BTx623_TRINITY_GG_13101_c108_g1_i3.p1	TRAF	OTR
k25_BTx623_TRINITY_GG_13033_c35_g1_i25.p1	ABI3VP1	TFF
k25_BTx623_TRINITY_GG_15093_c1_g1_i3.p1	FAR1	TFF
k31_RTx430_TRINITY_GG_13674_c0_g1_i40.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_9937_c16_g1_i13.p1	Orphans	Orphans
k25_BTx623_TRINITY_GG_653_c20_g1_i4.p1	bHLH	TFF
k25_BAZ9504_TRINITY_DN4714_c0_g3_i1.p1	Tify	TFF
k25_Tx3362_TRINITY_DN9912_c0_g1_i6.p1	Orphans	Orphans
k25_RTx430_TRINITY_GG_13920_c4_g1_i13.p1	HB	TFF
k25_Rio_TRINITY_GG_26186_c0_g1_i31.p1	Tify	TFF
k25_RTx430_TRINITY_GG_16095_c7_g1_i1.p1	ABI3VP1	TFF
k25_RTx430_TRINITY_GG_12335_c1_g2_i1.p1	C2C2-Dof	TFF
k25_SM100_TRINITY_DN385_c2_g2_i1.p3	MADS	TFF
k25_Rio_TRINITY_GG_25069_c2_g1_i9.p1	HB	TFF
k25_BTx623_TRINITY_GG_9134_c0_g1_i141.p2	Orphans	Orphans
