Gene	Family
MT11-610_k25_TRINITY_DN8149_c0_g1_i14	NAC	TFF
KQ08-2850_k31_TRINITY_DN8097_c0_g1_i9	E2F-DP	TFF
QN05-1460_k25_TRINITY_DN2865_c0_g2_i1	HB	TFF
MT11-610_k31_TRINITY_DN9748_c0_g2_i1	SWI/SNF-BAF60b	OTR
ROC22_k25_TRINITY_DN16844_c0_g1_i8	AUX/IAA	OTR
QN05-1509_k25_TRINITY_DN45419_c0_g1_i1	Orphans	Orphans
GXU-34140_k25_TRINITY_DN31841_c0_g1_i1	bHLH	TFF
GXU-34176_k25_TRINITY_DN9497_c0_g1_i4	WRKY	TFF
QN05-1460_k31_TRINITY_DN16973_c1_g1_i6	SET	OTR
CP74-2005_k25_TRINITY_DN104251_c0_g2_i1	C2H2	TFF
T2_k31_TRINITY_DN26084_c0_g2_i1	SRS	TFF
KQB07-24619_k25_TRINITY_DN12333_c0_g1_i1	TRAF	OTR
MT11-610_k31_TRINITY_DN7343_c0_g2_i3	SET	OTR
QA02-1009_k25_TRINITY_DN317_c0_g1_i10	MYB-related	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0025183.6	MYB	TFF
GUC2_k25_TRINITY_DN7706_c0_g2_i1	bZIP	TFF
GXU-34176_k25_TRINITY_DN14587_c0_g2_i2	FAR1	TFF
RB855156_k25_TRINITY_DN5888_c0_g1_i9	Orphans	Orphans
F1_Bulk_2_k25_TRINITY_DN2484_c0_g1_i2	HSF	TFF
Co8021_k31_TRINITY_DN13584_c0_g1_i15	Orphans	Orphans
MT11-610_k25_TRINITY_DN106661_c0_g1_i1	ABI3VP1	TFF
Co06022_k25_TRINITY_DN340_c0_g1_i4	C3H	TFF
MT11-610_k31_TRINITY_DN196748_c0_g1_i4	Orphans	Orphans
RB855156_k31_TRINITY_DN7914_c0_g1_i1	Orphans	Orphans
KQB07-24739_k25_TRINITY_DN16378_c0_g1_i5	MYB	TFF
QS99-2014_k31_TRINITY_DN2761_c0_g1_i28	PHD	OTR
Co06022_k31_TRINITY_DN9384_c0_g2_i1	NAC	TFF
ROC20_k25_TRINITY_DN3587_c0_g1_i4	RB	OTR
CP74-2005_k31_TRINITY_DN45314_c0_g1_i2	Orphans	Orphans
KQB09-20620_k25_TRINITY_DN2728_c0_g1_i10	zf-C5HC2	TFF
ROC22_k25_TRINITY_DN49018_c0_g1_i2	Orphans	Orphans
F1_Bulk_2_k31_TRINITY_DN12526_c0_g1_i10	bHLH	TFF
CP74-2005_k25_TRINITY_DN36191_c1_g1_i9	mTERF	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0254761.2	bHLH	TFF
MT11-610_k31_TRINITY_DN10238_c0_g1_i22	MYB-related	TFF
QC02-402_k25_TRINITY_DN1790_c1_g1_i3	Orphans	Orphans
T1_k25_TRINITY_DN2957_c0_g1_i8	Orphans	Orphans
QN05-1509_k25_TRINITY_DN5598_c1_g1_i1	TRAF	OTR
QN05-1743_k25_TRINITY_DN56597_c0_g1_i1	CCAAT	TFF
R570_ASM_Sh06_p020320	OFP	TFF
KQ08-2850_k31_TRINITY_DN6221_c0_g1_i9	PHD	OTR
ROC22_k25_TRINITY_DN238638_c0_g1_i1	TRAF	OTR
R570_BAC_Sh_210D11_contig-1_p000020	HB	TFF
MT11-610_k31_TRINITY_DN3055_c0_g2_i2	SWI/SNF-BAF60b	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0287350.1	MADS	TFF
ROC26_k25_TRINITY_DN7666_c1_g2_i5	C2C2-CO-like	TFF
ROC20_k31_TRINITY_DN1296_c0_g2_i1	bHLH	TFF
T1_k25_TRINITY_DN12541_c0_g1_i6	Orphans	Orphans
F1_Bulk_2_k25_TRINITY_DN103021_c0_g1_i1	ABI3VP1	TFF
ROC22_k25_TRINITY_DN164020_c1_g1_i1	GRF	TFF
MT11-610_k25_TRINITY_DN85350_c0_g2_i5	GRAS	TFF
KQB09-23137_k25_TRINITY_DN9094_c0_g2_i6	Orphans	Orphans
F1_Bulk_1_k25_TRINITY_DN7391_c0_g1_i4	zf-C5HC2	TFF
F1_Bulk_1_k25_TRINITY_DN17667_c0_g5_i1	WRKY	TFF
FN95-1702_k25_TRINITY_DN9370_c1_g1_i4	Orphans	Orphans
R570_ASM_Sh10_p006160	PHD	OTR
MT11-610_k31_TRINITY_DN1684_c0_g2_i3	AP2-EREBP	TFF
MS6847_k25_TRINITY_DN55136_c0_g1_i1	GRAS	TFF
CoV92102_k25_TRINITY_DN32490_c0_g1_i11	PHD	OTR
Co8021_k31_TRINITY_DN30575_c0_g1_i9	FAR1	TFF
R570_BAC_Sh_232G18_contig-1_p000140	AUX/IAA	OTR
GT96-167_k25_TRINITY_DN111793_c0_g1_i1	TRAF	OTR
R570_ASM_Sh01_p033740	Orphans	Orphans
KQB07-23990_k31_TRINITY_DN33362_c0_g1_i2	PHD	OTR
MT11-610_k31_TRINITY_DN6251_c0_g2_i1	bHLH	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0226842.4	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0044901.2	GRAS	TFF
LCP85-384_k25_TRINITY_DN22391_c0_g1_i3	MADS	TFF
QN05-1509_k31_TRINITY_DN1338_c0_g1_i8	Orphans	Orphans
LCP85-384_k31_TRINITY_DN222_c0_g1_i6	GRAS	TFF
ROC20_k25_TRINITY_DN19798_c0_g1_i8	PHD	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0169311.4	TRAF	OTR
SP80-3280_Mattielo_SP803280_c69817_g1_i1	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000018301.1	MYB	TFF
MT11-610_k25_TRINITY_DN12044_c1_g1_i2	TCP	TFF
LCP85-384_k31_TRINITY_DN1311_c1_g1_i2	Orphans	Orphans
B1_k25_TRINITY_DN3914_c0_g3_i1	C2C2-GATA	TFF
KQB07-24619_k25_TRINITY_DN319_c0_g1_i12	TIG	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0011931.8	zf-BED	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000002831.4	GRAS	TFF
RB855156_k25_TRINITY_DN4186_c0_g1_i6	ARID	OTR
F1_Bulk_2_k25_TRINITY_DN41371_c0_g2_i4	PHD	OTR
MS6847_k31_TRINITY_DN2705_c0_g1_i12	bZIP	TFF
Co06022_k31_TRINITY_DN11862_c0_g1_i4	MYB-related	TFF
MT11-610_k25_TRINITY_DN134037_c0_g1_i1	MYB-related	TFF
ROC22_k31_TRINITY_DN41397_c0_g1_i9	ARF	TFF
SP80-3280_IQUSP_evm.model.unitig_263805.2	Orphans	Orphans
T1_k31_TRINITY_DN42736_c0_g1_i1	PHD	OTR
QA02-1009_k31_TRINITY_DN10030_c0_g2_i2	MYB	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000075730.1	NAC	TFF
ROC22_k31_TRINITY_DN9901_c0_g1_i1	Orphans	Orphans
Co8021_k31_TRINITY_DN4032_c9_g1_i6	GRAS	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000011890.1	SBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0234475.1	Orphans	Orphans
GXU-34176_k31_TRINITY_DN33836_c0_g1_i6	FAR1	TFF
Q200_k25_TRINITY_DN3080_c0_g1_i5	MYB-related	TFF
R570_BAC_Sh_209P01_p000050	bHLH	TFF
LCP85-384_k31_TRINITY_DN6640_c0_g2_i2	AP2-EREBP	TFF
QN05-1509_k25_TRINITY_DN7073_c0_g1_i9	Orphans	Orphans
B2_k25_TRINITY_DN9993_c0_g2_i1	TUB	TFF
QS99-2014_k31_TRINITY_DN18671_c0_g1_i2	MED26	OTR
RB72454_k31_TRINITY_DN6952_c0_g1_i11	MYB-related	TFF
CC011940_cc_00024952-RA	MYB-related	TFF
GT96-167_k31_TRINITY_DN13050_c0_g1_i9	SAP	TFF
ROC22_k25_TRINITY_DN131454_c0_g1_i1	AUX/IAA	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0286818.4	Orphans	Orphans
LCP85-384_k25_TRINITY_DN69600_c0_g1_i6	GRAS	TFF
US851008_k25_TRINITY_DN61106_c0_g1_i1	TAZ	TFF
ROC22_k25_TRINITY_DN19165_c0_g2_i1	SET	OTR
CoV92102_k25_TRINITY_DN6750_c0_g1_i3	Orphans	Orphans
KQB09-20620_k31_TRINITY_DN1485_c0_g1_i6	MYB-related	TFF
SP80-3280_Mattielo_SP803280_c89827_g1_i1	AUX/IAA	OTR
QA96-1749_k25_TRINITY_DN9006_c0_g1_i1	Orphans	Orphans
R570_BAC_Sh_254P24_contig-1_p000050	HB	TFF
T1_k25_TRINITY_DN88803_c0_g1_i1	bHLH	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000119574.1	FHA	TFF
US851008_k25_TRINITY_DN5085_c1_g1_i6	SWI/SNF-BAF60b	OTR
RB72454_k25_TRINITY_DN3272_c0_g1_i18	Orphans	Orphans
ROC22_k25_TRINITY_DN5892_c1_g1_i2	GRAS	TFF
ROC20_k31_TRINITY_DN9627_c0_g1_i2	AUX/IAA	OTR
MS6847_k25_TRINITY_DN13209_c0_g1_i1	Orphans	Orphans
CC011940_cc_00051779-RA	MED26	OTR
US851008_k25_TRINITY_DN28530_c0_g1_i3	SBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0250235.2	bHLH	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0128965.2	zf-C5HC2	TFF
B1_k25_TRINITY_DN1881_c2_g1_i5	SBP	TFF
CC011940_Sobic.007G130300.1.mrna1	PHD	OTR
ROC22_k25_TRINITY_DN2078_c0_g2_i10	MADS	TFF
GXU-34140_k25_TRINITY_DN24885_c0_g1_i1	MYB-related	TFF
ROC22_k31_TRINITY_DN25695_c0_g1_i1	Orphans	Orphans
ROC22_k25_TRINITY_DN19696_c1_g1_i7	WRKY	TFF
CC011940_Sobic.001G196500.2.mrna2	SWI/SNF-BAF60b	OTR
MT11-610_k25_TRINITY_DN175931_c0_g1_i1	Orphans	Orphans
FN95-1702_k31_TRINITY_DN26286_c0_g1_i2	ABI3VP1	TFF
GXU-34176_k31_TRINITY_DN2608_c0_g2_i1	bHLH	TFF
ROC20_k25_TRINITY_DN44092_c0_g1_i2	TRAF	OTR
LCP85-384_k31_TRINITY_DN328195_c0_g1_i1	GRAS	TFF
Co06022_k31_TRINITY_DN4795_c0_g1_i4	Orphans	Orphans
GT96-167_k25_TRINITY_DN92614_c0_g1_i1	NAC	TFF
MS6847_k31_TRINITY_DN3721_c0_g1_i7	SBP	TFF
Co06022_k31_TRINITY_DN6885_c0_g3_i3	PHD	OTR
TUC717_k31_TRINITY_DN12756_c0_g1_i1	WRKY	TFF
GN18_k25_TRINITY_DN5580_c0_g1_i2	TCP	TFF
QN05-1509_k31_TRINITY_DN42460_c0_g2_i3	FAR1	TFF
LCP85-384_k31_TRINITY_DN107030_c2_g1_i1	WRKY	TFF
KQB07-24619_k25_TRINITY_DN52627_c0_g1_i1	SET	OTR
F1_Bulk_1_k31_TRINITY_DN11483_c0_g1_i11	SOH1	OTR
ROC20_k25_TRINITY_DN32315_c0_g1_i4	ABI3VP1	TFF
TUC717_k31_TRINITY_DN7037_c0_g1_i3	WRKY	TFF
LCP85-384_k25_TRINITY_DN221897_c0_g1_i1	mTERF	OTR
ROC20_k31_TRINITY_DN109297_c0_g1_i3	HSF	TFF
ROC20_k25_TRINITY_DN14314_c0_g1_i2	HB	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000060956.1	C2H2	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0007452.1	Orphans	Orphans
F1_Bulk_1_k25_TRINITY_DN9809_c0_g1_i5	SET	OTR
SP80-3280_Mattielo_SP803280_c116677_g1_i5	WRKY	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000059007.1	C2C2-GATA	TFF
ROC22_k25_TRINITY_DN67255_c0_g1_i4	MADS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0089006.1	SWI/SNF-BAF60b	OTR
CC011940_cc_00016543-RA	Orphans	Orphans
F1_Bulk_2_k31_TRINITY_DN12050_c0_g2_i1	Orphans	Orphans
ROC22_k25_TRINITY_DN91732_c0_g1_i1	TRAF	OTR
ROC22_k31_TRINITY_DN2989_c0_g1_i4	NAC	TFF
MS6847_k25_TRINITY_DN37055_c0_g1_i2	Orphans	Orphans
GN18_k25_TRINITY_DN118_c0_g1_i13	SET	OTR
MT11-610_k25_TRINITY_DN102062_c0_g1_i12	PHD	OTR
B2_k25_TRINITY_DN11689_c0_g1_i2	ABI3VP1	TFF
QA96-1749_k25_TRINITY_DN9224_c0_g2_i1	zf-BED	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0271858.2	AP2-EREBP	TFF
GN18_k25_TRINITY_DN2331_c0_g1_i3	Orphans	Orphans
B2_k31_TRINITY_DN10382_c0_g1_i6	Rcd1-like	OTR
QA02-1009_k31_TRINITY_DN3951_c0_g1_i11	Orphans	Orphans
QN05-1509_k25_TRINITY_DN2361_c0_g1_i11	NAC	TFF
T1_k31_TRINITY_DN17316_c0_g1_i3	PHD	OTR
R570_ASM_Sh03_p016850	bZIP	TFF
RB855156_k31_TRINITY_DN8861_c0_g2_i1	MYB-related	TFF
CoV92102_k25_TRINITY_DN7399_c0_g1_i12	GRAS	TFF
Co06022_k25_TRINITY_DN3080_c0_g1_i3	AP2-EREBP	TFF
GXU-34176_k25_TRINITY_DN27322_c0_g1_i5	HSF	TFF
Co8021_k25_TRINITY_DN12754_c0_g1_i3	FHA	TFF
ROC26_k25_TRINITY_DN29258_c1_g1_i2	C2C2-Dof	TFF
Co06022_k25_TRINITY_DN17400_c0_g1_i3	NAC	TFF
MT11-610_k25_TRINITY_DN5303_c1_g2_i4	bZIP	TFF
F1_Bulk_2_k31_TRINITY_DN3738_c0_g2_i3	C3H	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0256647.1	bZIP	TFF
CC011940_Sobic.009G011300.1.mrna1	GRAS	TFF
ROC26_k25_TRINITY_DN32631_c0_g1_i1	ABI3VP1	TFF
FN95-1702_k31_TRINITY_DN20085_c0_g1_i3	mTERF	OTR
ROC20_k31_TRINITY_DN41787_c0_g1_i4	TRAF	OTR
ROC20_k31_TRINITY_DN25811_c0_g2_i2	AUX/IAA	OTR
MS6847_k25_TRINITY_DN17601_c0_g1_i13	HB	TFF
GXU-34176_k25_TRINITY_DN10121_c1_g1_i2	WRKY	TFF
GXU-34176_k31_TRINITY_DN36637_c0_g1_i2	PHD	OTR
R570_ASM_Sh07_p015780	TRAF	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0167626.5	E2F-DP	TFF
QN05-1743_k31_TRINITY_DN8126_c0_g1_i15	TUB	TFF
MS6847_k25_TRINITY_DN34369_c0_g1_i1	NAC	TFF
RB72454_k25_TRINITY_DN726_c0_g1_i2	Orphans	Orphans
ROC20_k25_TRINITY_DN52296_c0_g1_i6	NAC	TFF
GXU-34176_k25_TRINITY_DN64534_c0_g1_i6	LIM	TFF
B2_k25_TRINITY_DN28026_c0_g1_i1	TRAF	OTR
CC011940_cc_00051399-RA	ABI3VP1	TFF
ROC20_k25_TRINITY_DN33038_c0_g1_i11	RWP-RK	TFF
ROC26_k31_TRINITY_DN1921_c1_g1_i3	BBR/BPC	TFF
KQB07-23863_k31_TRINITY_DN7011_c0_g3_i7	zf-BED	TFF
ROC20_k25_TRINITY_DN43821_c0_g2_i14	Orphans	Orphans
CP74-2005_k25_TRINITY_DN6398_c0_g1_i5	GRAS	TFF
LCP85-384_k25_TRINITY_DN284_c0_g1_i3	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0166665.5	Orphans	Orphans
ROC20_k31_TRINITY_DN11146_c0_g1_i9	HSF	TFF
KQ08-2850_k25_TRINITY_DN13084_c0_g1_i4	Orphans	Orphans
ROC20_k31_TRINITY_DN5360_c0_g1_i2	MYB-related	TFF
CC011940_cc_00020715-RA	MYB	TFF
MS6847_k25_TRINITY_DN15120_c0_g1_i3	zf-C5HC2	TFF
CC011940_cc_00021325-RA	Orphans	Orphans
GXU-34140_k25_TRINITY_DN7594_c0_g1_i3	AP2-EREBP	TFF
T2_k31_TRINITY_DN17596_c0_g2_i2	mTERF	OTR
SP80-3280_Mattielo_SP803280_c82245_g1_i4	MADS	TFF
GXU-34176_k25_TRINITY_DN134296_c0_g1_i1	Orphans	Orphans
SP80-3280_unmappedk31_TRINITY_DN38483_c0_g1_i1	OFP	TFF
ROC26_k31_TRINITY_DN114869_c0_g1_i1	ABI3VP1	TFF
Co8021_k31_TRINITY_DN4014_c0_g1_i1	bZIP	TFF
CP74-2005_k31_TRINITY_DN10505_c0_g2_i2	MYB-related	TFF
CoV92102_k25_TRINITY_DN299_c0_g1_i2	HB	TFF
R570_BAC_Sh_247G15_contig-1_p000040	Orphans	Orphans
QN05-1743_k31_TRINITY_DN10552_c0_g1_i1	zf-BED	TFF
MT11-610_k25_TRINITY_DN6314_c0_g1_i3	SET	OTR
QC02-402_k31_TRINITY_DN1592_c0_g2_i4	PHD	OTR
MT11-610_k25_TRINITY_DN1028_c0_g1_i2	GNAT	OTR
KQB07-23863_k31_TRINITY_DN1163_c0_g1_i2	Orphans	Orphans
B2_k31_TRINITY_DN21555_c0_g1_i1	SBP	TFF
QS99-2014_k25_TRINITY_DN1251_c0_g1_i23	TIG	TFF
MS6847_k25_TRINITY_DN49887_c0_g1_i2	ABI3VP1	TFF
ROC22_k25_TRINITY_DN28720_c0_g2_i2	GRAS	TFF
KQ08-2850_k25_TRINITY_DN10949_c0_g1_i1	ABI3VP1	TFF
RB855156_k31_TRINITY_DN404_c0_g1_i9	mTERF	OTR
KQ08-2850_k31_TRINITY_DN2158_c0_g2_i7	NAC	TFF
KQB07-23990_k25_TRINITY_DN3574_c1_g1_i2	NAC	TFF
ROC20_k25_TRINITY_DN15277_c0_g1_i19	ABI3VP1	TFF
LCP85-384_k25_TRINITY_DN56231_c0_g1_i6	TRAF	OTR
CoV92102_k25_TRINITY_DN11368_c0_g1_i10	WRKY	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0169027.4	bHLH	TFF
CC011940_Sobic.010G051400.1.mrna1	zf-MIZ	OTR
LCP85-384_k31_TRINITY_DN648_c2_g1_i2	GRAS	TFF
GXU-34140_k31_TRINITY_DN25825_c0_g1_i1	MYB-related	TFF
MT11-610_k25_TRINITY_DN19740_c0_g2_i4	NAC	TFF
Q241_k25_TRINITY_DN6677_c0_g2_i1	MYB-related	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000000672.2	TRAF	OTR
FN95-1702_k31_TRINITY_DN3138_c0_g1_i2	bZIP	TFF
ROC20_k25_TRINITY_DN188_c0_g1_i1	Orphans	Orphans
MT11-610_k25_TRINITY_DN34002_c0_g2_i1	SET	OTR
QA96-1749_k25_TRINITY_DN3218_c0_g1_i4	bZIP	TFF
Co8021_k25_TRINITY_DN22231_c0_g1_i4	AP2-EREBP	TFF
LCP85-384_k31_TRINITY_DN158042_c0_g1_i2	GRAS	TFF
LCP85-384_k31_TRINITY_DN48956_c0_g1_i4	zf-BED	TFF
KQB07-23990_k25_TRINITY_DN2500_c0_g4_i1	NAC	TFF
KQB09-20432_k25_TRINITY_DN3083_c0_g2_i4	HB	TFF
QBYN04-26041_k31_TRINITY_DN539_c0_g1_i4	Orphans	Orphans
ROC22_k31_TRINITY_DN10966_c0_g1_i4	MYB	TFF
QN05-1460_k25_TRINITY_DN4986_c0_g1_i6	bZIP	TFF
LCP85-384_k25_TRINITY_DN47473_c1_g1_i2	RWP-RK	TFF
MT11-610_k31_TRINITY_DN21190_c0_g1_i2	WRKY	TFF
LCP85-384_k25_TRINITY_DN109395_c2_g1_i1	zf-BED	TFF
LCP85-384_k31_TRINITY_DN7248_c0_g1_i13	bZIP	TFF
B2_k31_TRINITY_DN10138_c0_g1_i4	zf-BED	TFF
GXU-34176_k31_TRINITY_DN16345_c1_g1_i1	C2H2	TFF
F1_Bulk_2_k25_TRINITY_DN15442_c0_g1_i2	PHD	OTR
GXU-34140_k25_TRINITY_DN74104_c0_g1_i1	bZIP	TFF
KQB07-23990_k31_TRINITY_DN6658_c0_g1_i15	PHD	OTR
KQ08-2850_k31_TRINITY_DN6124_c1_g1_i6	bHLH	TFF
ROC22_k25_TRINITY_DN33259_c0_g2_i4	MADS	TFF
B2_k31_TRINITY_DN2764_c0_g2_i1	bZIP	TFF
QN05-1509_k25_TRINITY_DN87417_c0_g1_i1	C3H	TFF
QN05-1743_k25_TRINITY_DN16269_c0_g1_i9	Orphans	Orphans
KQB09-20620_k25_TRINITY_DN767_c0_g1_i2	C3H	TFF
FN95-1702_k25_TRINITY_DN3763_c0_g1_i3	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0090311.4	AP2-EREBP	TFF
SP80-3280_Mattielo_SP803280_c113874_g2_i2	Yl1	TFF
MT11-610_k31_TRINITY_DN3446_c0_g1_i1	GRAS	TFF
Co8021_k31_TRINITY_DN73664_c0_g1_i1	MYB-related	TFF
KQB07-23863_k25_TRINITY_DN18163_c0_g1_i1	FAR1	TFF
QA96-1749_k25_TRINITY_DN17119_c0_g1_i8	SAP	TFF
T2_k31_TRINITY_DN9945_c0_g1_i13	MADS	TFF
GUC10_k25_TRINITY_DN7069_c0_g1_i2	Orphans	Orphans
ROC22_k25_TRINITY_DN10231_c0_g1_i8	Jumonji	OTR
ROC20_k31_TRINITY_DN47009_c0_g1_i1	zf-BED	TFF
CP74-2005_k25_TRINITY_DN143916_c0_g1_i1	C2H2	TFF
CoV92102_k25_TRINITY_DN30344_c0_g1_i4	TUB	TFF
CC011940_Sobic.003G105600.1.mrna1	NAC	TFF
MT11-610_k31_TRINITY_DN45914_c0_g1_i16	SRS	TFF
CC011940_Sobic.010G255400.1.mrna2	PHD	OTR
KQB07-23863_k25_TRINITY_DN1438_c0_g2_i4	ABI3VP1	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000074535.2	Orphans	Orphans
Q200_k25_TRINITY_DN11838_c0_g1_i2	GNAT	OTR
RB72454_k25_TRINITY_DN28588_c0_g1_i9	MYB-related	TFF
ROC22_k25_TRINITY_DN13575_c0_g1_i12	SET	OTR
QN05-1509_k25_TRINITY_DN72709_c0_g1_i1	NAC	TFF
LCP85-384_k31_TRINITY_DN3610_c0_g1_i12	MYB	TFF
GXU-34140_k25_TRINITY_DN6458_c0_g2_i1	AUX/IAA	OTR
F1_Bulk_2_k31_TRINITY_DN7880_c0_g1_i5	MYB-related	TFF
MT11-610_k31_TRINITY_DN4958_c0_g3_i1	MYB	TFF
QC02-402_k31_TRINITY_DN1336_c0_g1_i3	ABI3VP1	TFF
KQ08-2850_k25_TRINITY_DN89071_c0_g1_i1	C2C2-Dof	TFF
T1_k25_TRINITY_DN62825_c0_g1_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.unitig_97728.2	NAC	TFF
ROC22_k31_TRINITY_DN14025_c0_g1_i11	MYB-related	TFF
CC011940_cc_00042146-RA	MADS	TFF
KQB07-24739_k25_TRINITY_DN16076_c0_g1_i2	FAR1	TFF
MT11-610_k31_TRINITY_DN7695_c0_g1_i12	MED26	OTR
QA02-1009_k25_TRINITY_DN109721_c0_g1_i1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0256241.1	TRAF	OTR
ROC22_k31_TRINITY_DN10790_c0_g2_i5	TUB	TFF
US851008_k25_TRINITY_DN11342_c0_g2_i5	WRKY	TFF
GN18_k25_TRINITY_DN9692_c0_g1_i3	GRAS	TFF
F1_Bulk_2_k25_TRINITY_DN31405_c0_g1_i1	TRAF	OTR
ROC22_k25_TRINITY_DN31259_c0_g1_i6	ARF	TFF
LCP85-384_k25_TRINITY_DN56686_c1_g1_i5	MADS	TFF
CP74-2005_k31_TRINITY_DN4890_c0_g1_i6	Orphans	Orphans
KQ08-2850_k25_TRINITY_DN11582_c0_g1_i7	Orphans	Orphans
GXU-34176_k25_TRINITY_DN29338_c1_g1_i1	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0355328.3	BSD	TFF
MT11-610_k31_TRINITY_DN20281_c0_g1_i9	FAR1	TFF
MS6847_k25_TRINITY_DN25849_c0_g1_i5	AP2-EREBP	TFF
ROC22_k31_TRINITY_DN15190_c1_g1_i1	GRAS	TFF
KQB07-23990_k25_TRINITY_DN17838_c0_g1_i6	C3H	TFF
R570_ASM_Sh06_p016100	TRAF	OTR
MT11-610_k31_TRINITY_DN48831_c0_g2_i7	SBP	TFF
ROC22_k31_TRINITY_DN8428_c0_g1_i1	bHLH	TFF
KQB07-24619_k31_TRINITY_DN1097_c0_g1_i13	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0231185.1	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0082727.2	TRAF	OTR
SP80-3280_Mattielo_SP803280_c89379_g1_i2	NAC	TFF
CP74-2005_k31_TRINITY_DN5435_c0_g1_i4	PHD	OTR
QN05-1509_k31_TRINITY_DN16366_c0_g1_i4	E2F-DP	TFF
KQ08-2850_k25_TRINITY_DN621_c0_g2_i1	GNAT	OTR
TUC717_k31_TRINITY_DN2801_c0_g1_i5	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0134285.1	NAC	TFF
LCP85-384_k31_TRINITY_DN10418_c0_g1_i10	mTERF	OTR
F1_Bulk_1_k25_TRINITY_DN13145_c0_g1_i4	Orphans	Orphans
LCP85-384_k25_TRINITY_DN2985_c0_g1_i9	FAR1	TFF
LCP85-384_k25_TRINITY_DN7054_c0_g2_i5	WRKY	TFF
GUC10_k25_TRINITY_DN16396_c0_g2_i2	bHLH	TFF
MT11-610_k31_TRINITY_DN24161_c1_g1_i1	TFIID	TFF
Q200_k25_TRINITY_DN6283_c0_g1_i12	PHD	OTR
GT96-167_k25_TRINITY_DN113573_c0_g1_i1	TAZ	TFF
ROC22_k31_TRINITY_DN51071_c0_g2_i2	Orphans	Orphans
B1_k25_TRINITY_DN7414_c0_g2_i3	ABI3VP1	TFF
GXU-34176_k25_TRINITY_DN6624_c0_g1_i9	GNAT	OTR
Q241_k31_TRINITY_DN7731_c1_g1_i3	MYB-related	TFF
ROC22_k25_TRINITY_DN1424_c1_g1_i16	bZIP	TFF
KQB07-23990_k31_TRINITY_DN9310_c0_g2_i1	DDT	OTR
RB855156_k25_TRINITY_DN2398_c0_g1_i6	AUX/IAA	OTR
Co06022_k31_TRINITY_DN48_c0_g1_i1	zf-A20	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0015347.6	CCAAT	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0023610.2	MYB	TFF
GT96-167_k25_TRINITY_DN21293_c0_g1_i2	zf-BED	TFF
QN05-803_k25_TRINITY_DN774_c1_g1_i2	Orphans	Orphans
MT11-610_k31_TRINITY_DN9692_c0_g1_i3	SAP	TFF
R570_ASM_Sh01_p002260	mTERF	OTR
MS6847_k31_TRINITY_DN30634_c0_g1_i1	OFP	TFF
F1_Bulk_2_k25_TRINITY_DN8566_c0_g1_i3	AP2-EREBP	TFF
CC011940_cc_00013189-RA	Orphans	Orphans
ROC22_k25_TRINITY_DN33259_c0_g1_i8	MADS	TFF
MT11-610_k31_TRINITY_DN79318_c0_g1_i19	GRAS	TFF
B2_k31_TRINITY_DN56550_c0_g1_i1	TRAF	OTR
F1_Bulk_2_k25_TRINITY_DN27496_c0_g1_i6	BES1	TFF
TUC717_k31_TRINITY_DN13252_c0_g1_i2	zf-BED	TFF
T1_k31_TRINITY_DN43992_c0_g1_i1	zf-HD	TFF
MT11-610_k31_TRINITY_DN1262_c1_g2_i2	PHD	OTR
CP74-2005_k31_TRINITY_DN27050_c0_g2_i4	WRKY	TFF
